Store_ID,T_Date,Region,Brand,NetAmount_Local
S0371,2025-02-22,Vietnam,Pizza Hut,9404834.38
S0381,2025-02-22,Vietnam,Pizza Hut,20978876.63
S0463,2025-02-22,Vietnam,Pizza Hut,26808640.33
S0356,2025-02-24,Vietnam,Pizza Hut,11122584.2
S0361,2025-02-24,Vietnam,Pizza Hut,9993389.54
S0372,2025-02-24,Vietnam,Pizza Hut,10010961.38
S0382,2025-02-24,Vietnam,Pizza Hut,16291051.6
S0390,2025-02-24,Vietnam,Pizza Hut,11018977.96
S0391,2025-02-24,Vietnam,Pizza Hut,5949921.92
S0396,2025-02-24,Vietnam,Pizza Hut,12422521.97
S0411,2025-02-24,Vietnam,Pizza Hut,10805000.37
S0449,2025-02-24,Vietnam,Pizza Hut,7707029.32
S0450,2025-02-24,Vietnam,Pizza Hut,9177011.59
S0459,2025-02-24,Vietnam,Pizza Hut,4669931.54
S0503,2025-02-24,Vietnam,Pizza Hut,3262997.53
S0380,2025-02-24,Vietnam,Pizza Hut,5454515.55
S0465,2025-02-24,Vietnam,Pizza Hut,7947965.27
S0489,2025-02-24,Vietnam,Pizza Hut,11694518.43
S0356,2024-02-20,Vietnam,Pizza Hut,11171849.0
S0404,2024-02-20,Vietnam,Pizza Hut,7289354.94
S0403,2024-02-20,Vietnam,Pizza Hut,7734876.62
S0387,2024-02-20,Vietnam,Pizza Hut,8765701.21
S0427,2024-02-20,Vietnam,Pizza Hut,11026627.17
S0358,2024-02-20,Vietnam,Pizza Hut,8659238.23
S0425,2024-02-20,Vietnam,Pizza Hut,6771707.44
S0361,2024-02-20,Vietnam,Pizza Hut,14180353.09
S0360,2024-02-20,Vietnam,Pizza Hut,9462423.84
S0415,2024-02-20,Vietnam,Pizza Hut,5507629.17
S0466,2024-02-20,Vietnam,Pizza Hut,8095028.02
S0368,2024-02-20,Vietnam,Pizza Hut,3005296.65
S0372,2024-02-20,Vietnam,Pizza Hut,11287014.1
S0458,2024-02-20,Vietnam,Pizza Hut,5650164.39
S0490,2024-02-20,Vietnam,Pizza Hut,9007186.78
S0404,2024-03-22,Vietnam,Pizza Hut,15691365.05
S0461,2024-03-22,Vietnam,Pizza Hut,12560592.78
S0499,2024-03-22,Vietnam,Pizza Hut,18503312.57
S0394,2024-03-22,Vietnam,Pizza Hut,25904074.55
S0420,2024-03-22,Vietnam,Pizza Hut,20861868.15
S0390,2024-03-22,Vietnam,Pizza Hut,18359019.13
S0344,2024-03-22,Vietnam,Pizza Hut,9963215.43
S0440,2024-03-22,Vietnam,Pizza Hut,14896243.96
S0489,2024-03-22,Vietnam,Pizza Hut,15857876.82
S0381,2024-03-22,Vietnam,Pizza Hut,9149957.22
S0361,2024-03-22,Vietnam,Pizza Hut,6225507.08
S0451,2024-03-22,Vietnam,Pizza Hut,11188042.75
S0456,2024-03-22,Vietnam,Pizza Hut,23611946.41
S0357,2024-03-22,Vietnam,Pizza Hut,15390532.92
S0442,2024-03-22,Vietnam,Pizza Hut,9685023.98
S0413,2024-03-22,Vietnam,Pizza Hut,8648391.3
S0378,2024-03-22,Vietnam,Pizza Hut,8947078.07
S0357,2025-03-12,Vietnam,Pizza Hut,18222719.51
S0418,2025-03-12,Vietnam,Pizza Hut,11196536.77
S0496,2025-03-12,Vietnam,Pizza Hut,14370646.18
S0358,2025-03-12,Vietnam,Pizza Hut,13941734.34
S0425,2025-03-12,Vietnam,Pizza Hut,16693034.9
S0494,2025-03-12,Vietnam,Pizza Hut,14273626.2
S0429,2025-03-12,Vietnam,Pizza Hut,12804411.71
S0441,2025-03-12,Vietnam,Pizza Hut,14483077.05
S0505,2025-03-12,Vietnam,Pizza Hut,18774776.28
S0409,2025-03-12,Vietnam,Pizza Hut,14146532.64
S0417,2025-03-12,Vietnam,Pizza Hut,11242122.39
S0440,2025-03-12,Vietnam,Pizza Hut,14353400.77
S0353,2025-03-12,Vietnam,Pizza Hut,13916549.38
S0345,2025-03-12,Vietnam,Pizza Hut,4779924.75
S0463,2025-03-12,Vietnam,Pizza Hut,3255848.79
S0404,2024-03-01,Vietnam,Pizza Hut,14043214.26
S0427,2024-03-01,Vietnam,Pizza Hut,13668471.93
S0467,2024-03-01,Vietnam,Pizza Hut,10131542.48
S0507,2024-03-01,Vietnam,Pizza Hut,12295749.14
S0464,2024-03-01,Vietnam,Pizza Hut,6591382.11
S0362,2024-03-01,Vietnam,Pizza Hut,14767882.62
S0417,2024-03-01,Vietnam,Pizza Hut,8106872.72
S0419,2024-03-01,Vietnam,Pizza Hut,9303628.61
S0367,2024-03-01,Vietnam,Pizza Hut,5249128.41
S0345,2024-03-01,Vietnam,Pizza Hut,3218364.56
S0414,2024-03-01,Vietnam,Pizza Hut,1180997.41
S0449,2024-03-01,Vietnam,Pizza Hut,11773411.7
S0498,2024-03-01,Vietnam,Pizza Hut,10086901.14
S0469,2024-03-01,Vietnam,Pizza Hut,20141771.87
S0409,2025-02-20,Vietnam,Pizza Hut,13748045.1
S0396,2025-02-20,Vietnam,Pizza Hut,14524776.79
S0446,2025-02-20,Vietnam,Pizza Hut,14150341.14
S0442,2025-02-20,Vietnam,Pizza Hut,10775669.46
S0408,2025-02-20,Vietnam,Pizza Hut,6714762.68
S0386,2025-02-20,Vietnam,Pizza Hut,7440702.95
S0439,2025-02-20,Vietnam,Pizza Hut,14246504.89
S0362,2025-02-20,Vietnam,Pizza Hut,13946409.2
S0365,2025-02-20,Vietnam,Pizza Hut,4492076.18
S0412,2025-02-20,Vietnam,Pizza Hut,9286002.56
S0499,2025-02-20,Vietnam,Pizza Hut,11759350.21
S0462,2025-02-20,Vietnam,Pizza Hut,12805297.71
S0415,2025-02-20,Vietnam,Pizza Hut,12582247.71
S0364,2025-02-20,Vietnam,Pizza Hut,6688919.71
S0505,2025-02-20,Vietnam,Pizza Hut,16396504.36
S0353,2025-02-20,Vietnam,Pizza Hut,12079118.48
S0489,2025-02-20,Vietnam,Pizza Hut,16954219.45
S0380,2025-02-20,Vietnam,Pizza Hut,7282425.96
S0412,2025-02-23,Vietnam,Pizza Hut,22740341.08
S0449,2025-02-23,Vietnam,Pizza Hut,21454608.72
S0391,2025-02-23,Vietnam,Pizza Hut,16214866.82
S0445,2025-02-23,Vietnam,Pizza Hut,24526132.85
S0411,2025-02-23,Vietnam,Pizza Hut,30777088.9
S0405,2025-02-23,Vietnam,Pizza Hut,8639175.84
S0375,2025-02-23,Vietnam,Pizza Hut,29241504.45
S0459,2025-02-23,Vietnam,Pizza Hut,29170749.76
S0386,2025-02-23,Vietnam,Pizza Hut,22309429.67
S0430,2025-02-23,Vietnam,Pizza Hut,29319194.73
S0455,2025-02-23,Vietnam,Pizza Hut,12712934.24
S0452,2025-02-23,Vietnam,Pizza Hut,23397824.97
S0507,2025-02-23,Vietnam,Pizza Hut,17599560.62
S0466,2025-02-23,Vietnam,Pizza Hut,14000963.24
S0419,2025-02-23,Vietnam,Pizza Hut,24842961.73
S0501,2025-02-23,Vietnam,Pizza Hut,28085496.72
S0355,2025-02-23,Vietnam,Pizza Hut,57009841.2
S0499,2025-03-21,Vietnam,Pizza Hut,9191476.25
S0439,2025-03-21,Vietnam,Pizza Hut,19734635.84
S0453,2025-03-21,Vietnam,Pizza Hut,12854183.42
S0432,2025-03-21,Vietnam,Pizza Hut,10215599.69
S0388,2025-03-21,Vietnam,Pizza Hut,17890851.13
S0455,2025-03-21,Vietnam,Pizza Hut,12508914.44
S0389,2025-03-21,Vietnam,Pizza Hut,16925443.45
S0408,2025-03-21,Vietnam,Pizza Hut,11991241.96
S0368,2025-03-21,Vietnam,Pizza Hut,11265593.61
S0441,2025-03-21,Vietnam,Pizza Hut,14280897.22
S0344,2025-03-21,Vietnam,Pizza Hut,11272823.48
S0501,2025-03-21,Vietnam,Pizza Hut,12238726.97
S0378,2025-03-21,Vietnam,Pizza Hut,7459106.29
S0502,2025-03-21,Vietnam,Pizza Hut,16178976.85
S0365,2025-03-21,Vietnam,Pizza Hut,12383597.72
S0372,2025-03-21,Vietnam,Pizza Hut,12987461.41
S0397,2025-03-03,Vietnam,Pizza Hut,23557616.42
S0405,2025-03-03,Vietnam,Pizza Hut,3943743.79
S0506,2025-03-03,Vietnam,Pizza Hut,17314417.14
S0432,2025-03-03,Vietnam,Pizza Hut,9893158.41
S0467,2025-03-03,Vietnam,Pizza Hut,13321566.41
S0365,2025-03-03,Vietnam,Pizza Hut,11956932.42
S0388,2025-03-03,Vietnam,Pizza Hut,14962536.97
S0398,2025-03-03,Vietnam,Pizza Hut,9357859.24
S0399,2025-03-03,Vietnam,Pizza Hut,9111519.8
S0403,2025-03-03,Vietnam,Pizza Hut,7991529.54
S0410,2025-03-03,Vietnam,Pizza Hut,4971939.17
S0420,2025-03-03,Vietnam,Pizza Hut,13590112.97
S0430,2025-03-03,Vietnam,Pizza Hut,13378425.22
S0442,2025-03-03,Vietnam,Pizza Hut,13926892.97
S0455,2025-03-03,Vietnam,Pizza Hut,10740705.66
S0456,2025-03-03,Vietnam,Pizza Hut,16431288.45
S0493,2025-03-03,Vietnam,Pizza Hut,10069159.35
S0364,2025-03-03,Vietnam,Pizza Hut,8068170.41
S0380,2025-03-03,Vietnam,Pizza Hut,3079191.04
S0498,2025-03-03,Vietnam,Pizza Hut,6472084.08
S0398,2025-02-28,Vietnam,Pizza Hut,16717334.62
S0421,2025-02-28,Vietnam,Pizza Hut,11037777.94
S0436,2025-02-28,Vietnam,Pizza Hut,22482041.48
S0449,2025-02-28,Vietnam,Pizza Hut,7979574.33
S0461,2025-02-28,Vietnam,Pizza Hut,7960684.18
S0366,2025-02-28,Vietnam,Pizza Hut,12992081.71
S0393,2025-02-28,Vietnam,Pizza Hut,10036182.59
S0451,2025-02-28,Vietnam,Pizza Hut,8490892.97
S0468,2025-02-28,Vietnam,Pizza Hut,6445408.57
S0388,2025-02-28,Vietnam,Pizza Hut,17676984.9
S0376,2025-02-28,Vietnam,Pizza Hut,6344508.04
S0354,2025-02-28,Vietnam,Pizza Hut,9367912.11
S0441,2025-02-28,Vietnam,Pizza Hut,16965212.62
S0494,2025-02-28,Vietnam,Pizza Hut,12685632.32
S0509,2025-02-28,Vietnam,Pizza Hut,24693858.8
S0361,2025-02-28,Vietnam,Pizza Hut,13056699.68
S0379,2025-02-28,Vietnam,Pizza Hut,12072627.69
S0455,2025-02-28,Vietnam,Pizza Hut,8167040.59
S0433,2024-03-18,Vietnam,Pizza Hut,5313247.68
S0488,2024-03-18,Vietnam,Pizza Hut,5487642.56
S0397,2024-03-18,Vietnam,Pizza Hut,24505705.07
S0396,2024-03-18,Vietnam,Pizza Hut,8897733.0
S0449,2024-03-18,Vietnam,Pizza Hut,6385941.15
S0448,2024-03-18,Vietnam,Pizza Hut,3299911.04
S0416,2024-03-18,Vietnam,Pizza Hut,7757472.83
S0364,2024-03-18,Vietnam,Pizza Hut,6456901.58
S0443,2024-03-18,Vietnam,Pizza Hut,7258098.61
S0413,2024-03-18,Vietnam,Pizza Hut,10868573.91
S0429,2024-03-18,Vietnam,Pizza Hut,6141758.13
S0378,2025-02-10,Vietnam,Pizza Hut,5755171.79
S0386,2025-02-10,Vietnam,Pizza Hut,9303875.09
S0358,2025-02-10,Vietnam,Pizza Hut,9791178.71
S0394,2025-02-10,Vietnam,Pizza Hut,15801113.22
S0405,2025-02-10,Vietnam,Pizza Hut,3226166.25
S0442,2025-02-10,Vietnam,Pizza Hut,7220911.93
S0454,2025-02-10,Vietnam,Pizza Hut,5745506.3
S0419,2025-02-10,Vietnam,Pizza Hut,13853030.07
S0361,2025-02-10,Vietnam,Pizza Hut,10473287.34
S0458,2025-02-10,Vietnam,Pizza Hut,10579148.69
S0345,2024-03-20,Vietnam,Pizza Hut,5374569.73
S0499,2024-03-20,Vietnam,Pizza Hut,8025103.49
S0390,2024-03-20,Vietnam,Pizza Hut,14346873.76
S0451,2024-03-20,Vietnam,Pizza Hut,7695253.02
S0488,2024-03-20,Vietnam,Pizza Hut,5652298.27
S0433,2024-03-20,Vietnam,Pizza Hut,6075476.55
S0455,2024-03-20,Vietnam,Pizza Hut,4527251.34
S0363,2024-03-20,Vietnam,Pizza Hut,6392212.42
S0372,2024-03-20,Vietnam,Pizza Hut,7259759.38
S0411,2024-03-20,Vietnam,Pizza Hut,15150885.32
S0407,2024-03-20,Vietnam,Pizza Hut,12585849.43
S0400,2024-03-20,Vietnam,Pizza Hut,9787619.92
S0458,2024-03-20,Vietnam,Pizza Hut,8432405.74
S0346,2024-03-20,Vietnam,Pizza Hut,3267552.24
S0502,2024-03-15,Vietnam,Pizza Hut,12341496.42
S0367,2024-03-15,Vietnam,Pizza Hut,4661421.07
S0450,2024-03-15,Vietnam,Pizza Hut,8978064.18
S0446,2024-03-15,Vietnam,Pizza Hut,18768605.96
S0468,2024-03-15,Vietnam,Pizza Hut,7900111.08
S0387,2024-03-15,Vietnam,Pizza Hut,14143378.75
S0445,2024-03-15,Vietnam,Pizza Hut,16036400.49
S0490,2024-03-15,Vietnam,Pizza Hut,12775953.21
S0392,2024-03-15,Vietnam,Pizza Hut,14349621.73
S0376,2024-03-15,Vietnam,Pizza Hut,5812325.15
S0503,2024-03-15,Vietnam,Pizza Hut,11933503.46
S0405,2024-03-15,Vietnam,Pizza Hut,2986510.62
S0496,2024-03-15,Vietnam,Pizza Hut,8269878.79
S0386,2024-03-15,Vietnam,Pizza Hut,9540993.83
S0446,2024-03-24,Vietnam,Pizza Hut,25873849.04
S0375,2024-03-24,Vietnam,Pizza Hut,15332783.93
S0382,2024-03-24,Vietnam,Pizza Hut,37048300.32
S0450,2024-03-24,Vietnam,Pizza Hut,17408966.33
S0381,2024-03-24,Vietnam,Pizza Hut,24609775.76
S0465,2024-03-24,Vietnam,Pizza Hut,31655818.89
S0459,2024-03-24,Vietnam,Pizza Hut,13260819.51
S0467,2024-03-24,Vietnam,Pizza Hut,22091936.32
S0442,2024-03-24,Vietnam,Pizza Hut,19821926.21
S0401,2024-03-24,Vietnam,Pizza Hut,21193255.8
S0460,2024-03-24,Vietnam,Pizza Hut,28317654.56
S0420,2024-03-24,Vietnam,Pizza Hut,22041795.44
S0494,2024-03-24,Vietnam,Pizza Hut,58679530.46
S0411,2024-03-24,Vietnam,Pizza Hut,34851494.7
S0446,2024-03-21,Vietnam,Pizza Hut,9885141.83
S0399,2024-03-21,Vietnam,Pizza Hut,16713915.26
S0391,2024-03-21,Vietnam,Pizza Hut,6452467.51
S0413,2024-03-21,Vietnam,Pizza Hut,6604585.38
S0401,2024-03-21,Vietnam,Pizza Hut,6640157.94
S0452,2024-03-21,Vietnam,Pizza Hut,15054398.64
S0400,2024-03-21,Vietnam,Pizza Hut,10400967.74
S0423,2024-03-21,Vietnam,Pizza Hut,7396483.57
S0368,2024-03-21,Vietnam,Pizza Hut,3007249.05
S0387,2024-03-21,Vietnam,Pizza Hut,10674708.33
S0461,2024-03-21,Vietnam,Pizza Hut,8042289.93
S0345,2024-03-21,Vietnam,Pizza Hut,3937808.31
S0415,2024-03-21,Vietnam,Pizza Hut,6590107.57
S0407,2024-03-21,Vietnam,Pizza Hut,19645945.74
S0414,2024-03-21,Vietnam,Pizza Hut,2749336.45
S0394,2024-02-27,Vietnam,Pizza Hut,18425039.93
S0490,2024-02-27,Vietnam,Pizza Hut,13918367.51
S0347,2024-02-27,Vietnam,Pizza Hut,2770302.59
S0421,2024-02-27,Vietnam,Pizza Hut,5713470.52
S0410,2024-02-27,Vietnam,Pizza Hut,8699403.28
S0466,2024-02-27,Vietnam,Pizza Hut,5612127.21
S0412,2024-02-27,Vietnam,Pizza Hut,6130990.89
S0420,2024-02-27,Vietnam,Pizza Hut,9853735.71
S0401,2024-02-27,Vietnam,Pizza Hut,7563529.8
S0464,2024-02-27,Vietnam,Pizza Hut,3973113.17
S0383,2024-02-27,Vietnam,Pizza Hut,10636176.22
S0430,2024-02-27,Vietnam,Pizza Hut,10622034.71
S0344,2024-02-27,Vietnam,Pizza Hut,6047593.69
S0467,2024-02-27,Vietnam,Pizza Hut,9883772.78
S0446,2024-02-27,Vietnam,Pizza Hut,14089870.16
S0370,2024-02-27,Vietnam,Pizza Hut,5145055.39
S0363,2024-02-27,Vietnam,Pizza Hut,5715637.36
S0379,2024-02-27,Vietnam,Pizza Hut,14873184.31
S0429,2024-02-27,Vietnam,Pizza Hut,11364012.27
S0368,2024-02-27,Vietnam,Pizza Hut,5513218.02
S0414,2024-02-27,Vietnam,Pizza Hut,1717184.29
S0383,2024-03-14,Vietnam,Pizza Hut,9764690.75
S0373,2024-03-14,Vietnam,Pizza Hut,9732150.61
S0457,2024-03-14,Vietnam,Pizza Hut,8733201.67
S0358,2024-03-14,Vietnam,Pizza Hut,11166756.81
S0363,2024-03-14,Vietnam,Pizza Hut,9369189.8
S0455,2024-03-14,Vietnam,Pizza Hut,4021456.11
S0390,2024-03-14,Vietnam,Pizza Hut,12934944.61
S0496,2024-03-14,Vietnam,Pizza Hut,7763017.23
S0362,2024-03-14,Vietnam,Pizza Hut,11316333.38
S0421,2024-03-14,Vietnam,Pizza Hut,7457639.88
S0378,2024-03-14,Vietnam,Pizza Hut,4083429.84
S0434,2024-03-14,Vietnam,Pizza Hut,6506880.16
S0414,2024-03-14,Vietnam,Pizza Hut,2938666.22
S0364,2024-03-14,Vietnam,Pizza Hut,6389247.26
S0498,2024-03-14,Vietnam,Pizza Hut,17024310.98
S0468,2024-03-14,Vietnam,Pizza Hut,5992342.02
S0485,2024-03-14,Vietnam,Pizza Hut,9193627.58
S0388,2024-03-06,Vietnam,Pizza Hut,16862589.16
S0494,2024-03-06,Vietnam,Pizza Hut,12657323.1
S0396,2024-03-06,Vietnam,Pizza Hut,20063174.64
S0460,2024-03-06,Vietnam,Pizza Hut,14667927.42
S0489,2024-03-06,Vietnam,Pizza Hut,11198714.82
S0402,2024-03-06,Vietnam,Pizza Hut,10829869.8
S0427,2024-03-06,Vietnam,Pizza Hut,11899410.89
S0421,2024-03-06,Vietnam,Pizza Hut,9497898.67
S0366,2024-03-06,Vietnam,Pizza Hut,8819227.13
S0429,2024-03-06,Vietnam,Pizza Hut,6769424.98
S0364,2024-03-06,Vietnam,Pizza Hut,6805018.27
S0452,2025-03-11,Vietnam,Pizza Hut,9961030.22
S0375,2025-03-11,Vietnam,Pizza Hut,15933488.47
S0460,2025-03-11,Vietnam,Pizza Hut,9000602.32
S0409,2025-03-11,Vietnam,Pizza Hut,10863380.76
S0398,2025-03-11,Vietnam,Pizza Hut,8971252.66
S0496,2025-03-11,Vietnam,Pizza Hut,6371341.85
S0363,2025-03-11,Vietnam,Pizza Hut,7077404.62
S0453,2025-03-11,Vietnam,Pizza Hut,6505940.98
S0387,2025-03-11,Vietnam,Pizza Hut,7931835.59
S0480,2025-03-11,Vietnam,Pizza Hut,11517763.1
S0453,2025-03-02,Vietnam,Pizza Hut,18460620.17
S0456,2025-03-02,Vietnam,Pizza Hut,24440373.05
S0480,2025-03-02,Vietnam,Pizza Hut,44269400.18
S0499,2025-03-02,Vietnam,Pizza Hut,33491508.9
S0371,2025-03-02,Vietnam,Pizza Hut,16011962.02
S0411,2025-03-02,Vietnam,Pizza Hut,35410017.13
S0384,2025-03-02,Vietnam,Pizza Hut,36288906.21
S0498,2025-03-02,Vietnam,Pizza Hut,42651681.2
S0376,2025-03-02,Vietnam,Pizza Hut,14334049.31
S0364,2025-03-02,Vietnam,Pizza Hut,23917299.82
S0371,2025-02-17,Vietnam,Pizza Hut,8519182.6
S0396,2025-02-17,Vietnam,Pizza Hut,11143717.37
S0403,2025-02-17,Vietnam,Pizza Hut,5350319.31
S0419,2025-02-17,Vietnam,Pizza Hut,11387290.61
S0499,2025-02-17,Vietnam,Pizza Hut,10036282.28
S0447,2025-02-17,Vietnam,Pizza Hut,8422256.4
S0413,2025-02-17,Vietnam,Pizza Hut,9830327.66
S0387,2025-02-17,Vietnam,Pizza Hut,5042045.93
S0400,2025-02-17,Vietnam,Pizza Hut,5343995.77
S0460,2025-02-17,Vietnam,Pizza Hut,15570187.39
S0378,2025-02-17,Vietnam,Pizza Hut,3514029.46
S0414,2025-02-17,Vietnam,Pizza Hut,1792594.23
S0377,2025-02-17,Vietnam,Pizza Hut,1886981.45
S0398,2025-03-20,Vietnam,Pizza Hut,14156826.33
S0461,2025-03-20,Vietnam,Pizza Hut,11451982.44
S0460,2025-03-20,Vietnam,Pizza Hut,14195069.05
S0352,2025-03-20,Vietnam,Pizza Hut,17523307.18
S0359,2025-03-20,Vietnam,Pizza Hut,21596152.1
S0362,2025-03-20,Vietnam,Pizza Hut,21178587.24
S0433,2025-03-20,Vietnam,Pizza Hut,15872951.31
S0430,2025-03-20,Vietnam,Pizza Hut,14433982.26
S0459,2025-03-20,Vietnam,Pizza Hut,7368964.6
S0412,2025-03-20,Vietnam,Pizza Hut,12020652.91
S0393,2025-03-20,Vietnam,Pizza Hut,7902508.85
S0344,2025-03-20,Vietnam,Pizza Hut,8614187.38
S0454,2025-03-20,Vietnam,Pizza Hut,9163375.32
S0365,2025-03-20,Vietnam,Pizza Hut,11213332.59
S0374,2025-03-20,Vietnam,Pizza Hut,15789007.99
S0409,2025-03-20,Vietnam,Pizza Hut,10521543.42
S0355,2025-03-20,Vietnam,Pizza Hut,23081796.42
S0379,2025-03-20,Vietnam,Pizza Hut,8357120.27
S0396,2025-03-01,Vietnam,Pizza Hut,37635964.04
S0408,2025-03-01,Vietnam,Pizza Hut,18273065.31
S0429,2025-03-01,Vietnam,Pizza Hut,23845299.49
S0449,2025-03-01,Vietnam,Pizza Hut,23039377.58
S0494,2025-03-01,Vietnam,Pizza Hut,27948340.45
S0406,2025-03-01,Vietnam,Pizza Hut,25315840.99
S0442,2025-03-01,Vietnam,Pizza Hut,16629553.57
S0463,2025-03-01,Vietnam,Pizza Hut,16299878.16
S0489,2025-03-01,Vietnam,Pizza Hut,40563189.13
S0352,2025-03-01,Vietnam,Pizza Hut,37526393.25
S0405,2025-03-01,Vietnam,Pizza Hut,8490878.08
S0458,2025-03-01,Vietnam,Pizza Hut,18802274.52
S0360,2025-03-01,Vietnam,Pizza Hut,26575048.23
S0374,2025-03-01,Vietnam,Pizza Hut,17919913.99
S0392,2025-03-01,Vietnam,Pizza Hut,31401529.06
S0465,2025-03-01,Vietnam,Pizza Hut,28985797.17
S0421,2025-03-01,Vietnam,Pizza Hut,8615844.27
S0409,2025-03-01,Vietnam,Pizza Hut,15626673.71
S0412,2025-03-01,Vietnam,Pizza Hut,15716571.31
S0502,2024-03-11,Vietnam,Pizza Hut,13671165.93
S0384,2024-03-11,Vietnam,Pizza Hut,8770458.74
S0425,2024-03-11,Vietnam,Pizza Hut,10748356.26
S0453,2024-03-11,Vietnam,Pizza Hut,4795280.99
S0467,2024-03-11,Vietnam,Pizza Hut,8349278.62
S0370,2024-03-11,Vietnam,Pizza Hut,7504020.47
S0439,2024-03-11,Vietnam,Pizza Hut,11896349.63
S0440,2024-03-11,Vietnam,Pizza Hut,9532332.61
S0397,2024-03-11,Vietnam,Pizza Hut,17864922.16
S0469,2024-03-11,Vietnam,Pizza Hut,9531359.43
S0391,2024-03-11,Vietnam,Pizza Hut,7678658.11
S0421,2024-03-11,Vietnam,Pizza Hut,7343587.93
S0395,2024-03-11,Vietnam,Pizza Hut,5958377.34
S0455,2024-03-11,Vietnam,Pizza Hut,3969080.29
S0368,2024-03-11,Vietnam,Pizza Hut,3142081.48
S0372,2024-02-16,Vietnam,Pizza Hut,20189147.87
S0384,2024-02-16,Vietnam,Pizza Hut,24165772.76
S0409,2024-02-16,Vietnam,Pizza Hut,9994486.52
S0413,2024-02-16,Vietnam,Pizza Hut,24286097.55
S0419,2024-02-16,Vietnam,Pizza Hut,18175599.37
S0360,2024-02-16,Vietnam,Pizza Hut,26983216.47
S0392,2024-02-16,Vietnam,Pizza Hut,18418064.04
S0401,2024-02-16,Vietnam,Pizza Hut,16872466.45
S0460,2024-02-16,Vietnam,Pizza Hut,18520126.83
S0496,2024-02-16,Vietnam,Pizza Hut,20093741.63
S0391,2024-02-16,Vietnam,Pizza Hut,9868443.38
S0416,2024-02-16,Vietnam,Pizza Hut,20030722.54
S0353,2024-02-16,Vietnam,Pizza Hut,46321873.6
S0435,2024-02-16,Vietnam,Pizza Hut,15921184.72
S0454,2024-02-16,Vietnam,Pizza Hut,4883058.36
S0462,2024-02-16,Vietnam,Pizza Hut,12680835.86
S0347,2024-02-16,Vietnam,Pizza Hut,8275141.26
S0352,2025-03-14,Vietnam,Pizza Hut,30014085.36
S0363,2025-03-14,Vietnam,Pizza Hut,8693272.27
S0366,2025-03-14,Vietnam,Pizza Hut,15381605.9
S0382,2025-03-14,Vietnam,Pizza Hut,34716654.74
S0386,2025-03-14,Vietnam,Pizza Hut,10010099.9
S0400,2025-03-14,Vietnam,Pizza Hut,9385747.4
S0404,2025-03-14,Vietnam,Pizza Hut,19020069.53
S0409,2025-03-14,Vietnam,Pizza Hut,14085213.24
S0413,2025-03-14,Vietnam,Pizza Hut,15094637.15
S0415,2025-03-14,Vietnam,Pizza Hut,11469538.74
S0419,2025-03-14,Vietnam,Pizza Hut,15841104.17
S0462,2025-03-14,Vietnam,Pizza Hut,17323825.18
S0502,2025-03-14,Vietnam,Pizza Hut,11166127.37
S0506,2025-03-14,Vietnam,Pizza Hut,16709946.85
S0357,2025-03-14,Vietnam,Pizza Hut,18549713.11
S0442,2025-03-14,Vietnam,Pizza Hut,14986193.47
S0456,2025-03-14,Vietnam,Pizza Hut,20065448.68
S0398,2025-03-14,Vietnam,Pizza Hut,12241757.63
S0345,2025-03-14,Vietnam,Pizza Hut,7241662.74
S0376,2025-03-14,Vietnam,Pizza Hut,9257863.52
S0489,2025-03-14,Vietnam,Pizza Hut,11651495.11
S0431,2024-03-23,Vietnam,Pizza Hut,26546609.04
S0401,2024-03-23,Vietnam,Pizza Hut,21478870.18
S0446,2024-03-23,Vietnam,Pizza Hut,22218833.41
S0395,2024-03-23,Vietnam,Pizza Hut,17262251.13
S0406,2024-03-23,Vietnam,Pizza Hut,19002603.51
S0399,2024-03-23,Vietnam,Pizza Hut,45000070.9
S0489,2024-03-23,Vietnam,Pizza Hut,59524872.42
S0362,2024-03-23,Vietnam,Pizza Hut,26059122.62
S0445,2024-03-23,Vietnam,Pizza Hut,27934024.6
S0436,2024-03-23,Vietnam,Pizza Hut,15490952.11
S0467,2024-03-23,Vietnam,Pizza Hut,13330335.95
S0425,2024-03-23,Vietnam,Pizza Hut,21570514.24
S0448,2024-03-23,Vietnam,Pizza Hut,18793909.03
S0367,2024-03-23,Vietnam,Pizza Hut,7034427.18
S0384,2024-03-23,Vietnam,Pizza Hut,37964872.72
S0443,2024-03-23,Vietnam,Pizza Hut,24245575.07
S0345,2024-03-23,Vietnam,Pizza Hut,9392925.5
S0421,2024-03-23,Vietnam,Pizza Hut,27897062.44
S0498,2024-03-23,Vietnam,Pizza Hut,35540617.43
S0361,2024-03-23,Vietnam,Pizza Hut,9120079.99
S0466,2024-03-23,Vietnam,Pizza Hut,11097242.56
S0410,2024-03-23,Vietnam,Pizza Hut,15568769.07
S0462,2024-03-23,Vietnam,Pizza Hut,18289219.64
S0490,2024-03-23,Vietnam,Pizza Hut,44053974.65
S0346,2024-03-23,Vietnam,Pizza Hut,8772189.72
S0376,2024-03-23,Vietnam,Pizza Hut,5965278.94
S0419,2024-02-13,Vietnam,Pizza Hut,38371422.82
S0505,2024-02-13,Vietnam,Pizza Hut,32891995.01
S0509,2024-02-13,Vietnam,Pizza Hut,66529221.9
S0360,2024-02-13,Vietnam,Pizza Hut,20704255.36
S0494,2024-02-13,Vietnam,Pizza Hut,48796169.19
S0447,2024-02-13,Vietnam,Pizza Hut,41603811.27
